"Genus","Sample_ID","subfamily","family","Coloration","wing_span","Exotic","Diet","Site","Classification"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_13","Crambinae","Crambidae","medium","medium","native","generalist","BOWA","rural"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_13","Crambinae","Crambidae","medium","medium","native","generalist","BOWA","rural"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_04","Crambinae","Crambidae","medium","medium","native","generalist","COFR","urban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_15","Crambinae","Crambidae","medium","medium","native","generalist","BOWA","rural"
"Microcrambus","micro_04","Crambinae","Crambidae","medium","medium","native","generalist","COFR","urban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_04","Crambinae","Crambidae","medium","medium","native","generalist","COFR","urban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_04","Crambinae","Crambidae","medium","medium","native","generalist","COFR","urban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_34","Crambinae","Crambidae","medium","medium","native","generalist","BACA","urban"
"Microcrambus","micro_10","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_04","Crambinae","Crambidae","medium","medium","native","generalist","COFR","urban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_22","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_22","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_04","Crambinae","Crambidae","medium","medium","native","generalist","COFR","urban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_13","Crambinae","Crambidae","medium","medium","native","generalist","BOWA","rural"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_20","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_30","Crambinae","Crambidae","medium","medium","native","generalist","RIST","rural"
"Microcrambus","micro_21","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_16","Crambinae","Crambidae","medium","medium","native","generalist","BOWA","rural"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_04","Crambinae","Crambidae","medium","medium","native","generalist","COFR","urban"
"Microcrambus","micro_08","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_16","Crambinae","Crambidae","medium","medium","native","generalist","BOWA","rural"
"Microcrambus","micro_16","Crambinae","Crambidae","medium","medium","native","generalist","BOWA","rural"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_04","Crambinae","Crambidae","medium","medium","native","generalist","COFR","urban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_22","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_28","Crambinae","Crambidae","medium","medium","native","generalist","RIST","rural"
"Microcrambus","micro_22","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_28","Crambinae","Crambidae","medium","medium","native","generalist","RIST","rural"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_22","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_08","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_20","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_20","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_15","Crambinae","Crambidae","medium","medium","native","generalist","BOWA","rural"
"Microcrambus","micro_20","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_20","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_17","Crambinae","Crambidae","medium","medium","native","generalist","BOWA","rural"
"Microcrambus","micro_13","Crambinae","Crambidae","medium","medium","native","generalist","BOWA","rural"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_44","Crambinae","Crambidae","medium","medium","native","generalist","JOMA","urban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_20","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_21","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_22","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_07","Crambinae","Crambidae","medium","medium","native","generalist","DEMI","suburban"
"Microcrambus","micro_15","Crambinae","Crambidae","medium","medium","native","generalist","BOWA","rural"
"Microcrambus","micro_22","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_28","Crambinae","Crambidae","medium","medium","native","generalist","RIST","rural"
"Microcrambus","micro_21","Crambinae","Crambidae","medium","medium","native","generalist","BIVA","suburban"
"Microcrambus","micro_16","Crambinae","Crambidae","medium","medium","native","generalist","BOWA","rural"
"Norape","micro_02","","Megalopygidae","light","large","native","generalist","COFR","urban"
"Oenobotys","micro_49","Pyraustinae","Crambidae","medium","medium","native","generalist","PRCR","suburban"
"Oenobotys","micro_49","Pyraustinae","Crambidae","medium","medium","native","generalist","PRCR","suburban"
"Oncerozancla","micro_42","Gelechiinae","Gelechiidae","medium","large","exotic","","AUCA","rural"
"Parachma","micro_28","Chrysauginae","Pyralidae","light","large","native","","RIST","rural"
"Parachma","micro_49","Chrysauginae","Pyralidae","light","large","native","","PRCR","suburban"
"Parachma","micro_28","Chrysauginae","Pyralidae","light","large","native","","RIST","rural"
"Parachma","micro_28","Chrysauginae","Pyralidae","light","large","native","","RIST","rural"
"Parachma","micro_28","Chrysauginae","Pyralidae","light","large","native","","RIST","rural"
"Parachma","micro_28","Chrysauginae","Pyralidae","light","large","native","","RIST","rural"
"Parachma","micro_28","Chrysauginae","Pyralidae","light","large","native","","RIST","rural"
"Parachma","micro_03","Chrysauginae","Pyralidae","light","large","native","","COFR","urban"
"Parachma","micro_49","Chrysauginae","Pyralidae","light","large","native","","PRCR","suburban"
"Parapoynx","micro_22","Acentropinae","Crambidae","light","medium","exotic","specialist","BIVA","suburban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_08","Acentropinae","Crambidae","light","medium","exotic","specialist","DEMI","suburban"
"Parapoynx","micro_08","Acentropinae","Crambidae","light","medium","exotic","specialist","DEMI","suburban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_02","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_02","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_04","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_02","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_22","Acentropinae","Crambidae","light","medium","exotic","specialist","BIVA","suburban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_21","Acentropinae","Crambidae","light","medium","exotic","specialist","BIVA","suburban"
"Parapoynx","micro_04","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_01","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_04","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_12","Acentropinae","Crambidae","light","medium","exotic","specialist","DEMI","suburban"
"Parapoynx","micro_03","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Parapoynx","micro_10","Acentropinae","Crambidae","light","medium","exotic","specialist","DEMI","suburban"
"Parapoynx","micro_04","Acentropinae","Crambidae","light","medium","exotic","specialist","COFR","urban"
"Phtheochroa","micro_40","Tortricinae","Tortricidae","medium","medium","native","","AUCA","rural"
"Phycitodes","micro_05","Phycitinae","Pyralidae","medium","large","native","","COFR","urban"
"Phycitodes","micro_05","Phycitinae","Pyralidae","medium","large","native","","COFR","urban"
"Phycitodes","micro_05","Phycitinae","Pyralidae","medium","large","native","","COFR","urban"
"Phycitodes","micro_05","Phycitinae","Pyralidae","medium","large","native","","COFR","urban"
"Phycitodes","micro_05","Phycitinae","Pyralidae","medium","large","native","","COFR","urban"
"Phycitodes","micro_05","Phycitinae","Pyralidae","medium","large","native","","COFR","urban"
"Phycitodes","micro_05","Phycitinae","Pyralidae","medium","large","native","","COFR","urban"
"Phycitodes","micro_05","Phycitinae","Pyralidae","medium","large","native","","COFR","urban"
"Phycitodes","micro_05","Phycitinae","Pyralidae","medium","large","native","","COFR","urban"
"Phycitodes","micro_05","Phycitinae","Pyralidae","medium","large","native","","COFR","urban"
"Pigritia","micro_29","Blastobasinae","Blastobasidae","light","small","native","","RIST","rural"
"Pigritia","micro_29","Blastobasinae","Blastobasidae","light","small","native","","RIST","rural"
"Pigritia","micro_29","Blastobasinae","Blastobasidae","light","small","native","","RIST","rural"
"Plodia","micro_01","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","COFR","urban"
"Plodia","micro_05","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","COFR","urban"
"Plodia","micro_25","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_25","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_29","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_28","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_25","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_01","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","COFR","urban"
"Plodia","micro_28","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_28","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_29","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_29","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_25","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_29","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_28","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_28","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_28","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_29","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_28","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_29","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_28","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_25","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_29","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_29","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Plodia","micro_28","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist","RIST","rural"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist","RIST","rural"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist","RIST","rural"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist","RIST","rural"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist","RIST","rural"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist","RIST","rural"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist","RIST","rural"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist","RIST","rural"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist","RIST","rural"
"Praeacedes","micro_31","Tineidae","Tineoidea","light","small","native","generalist","BACA","urban"
"Prionapteryx","micro_28","Crambine","Crambidae","medium","small","native","specialist","RIST","rural"
"Prionapteryx","micro_28","Crambine","Crambidae","medium","small","native","specialist","RIST","rural"
"Pseudexentera","micro_40","Olethreutinae","Tortricidae","medium","medium","native","specialist","AUCA","rural"
"Pseudexentera","micro_40","Olethreutinae","Tortricidae","medium","medium","native","specialist","AUCA","rural"
"Pyrausta","micro_04","Pyraustinae","Crambidae","medium","large","native","generalist","COFR","urban"
"Pyrausta","micro_28","Pyraustinae","Crambidae","medium","large","native","generalist","RIST","rural"
"Pyrausta","micro_28","Pyraustinae","Crambidae","medium","large","native","generalist","RIST","rural"
"Pyrausta","micro_28","Pyraustinae","Crambidae","medium","large","native","generalist","RIST","rural"
"Pyrausta","micro_48","Pyraustinae","Crambidae","medium","large","native","generalist","JOMA","urban"
"Pyrausta","micro_04","Pyraustinae","Crambidae","medium","large","native","generalist","COFR","urban"
"Pyrausta","micro_04","Pyraustinae","Crambidae","medium","large","native","generalist","COFR","urban"
"Pyrausta","micro_04","Pyraustinae","Crambidae","medium","large","native","generalist","COFR","urban"
"Samea","micro_22","Spilomelinae","Crambidae","medium","medium","native","specialist","BIVA","suburban"
"Samea","micro_23","Spilomelinae","Crambidae","medium","medium","native","specialist","BIVA","suburban"
"Samea","micro_03","Spilomelinae","Crambidae","medium","medium","native","specialist","COFR","urban"
"Samea","micro_05","Spilomelinae","Crambidae","medium","medium","native","specialist","COFR","urban"
"Scardiella","micro_05","Scardiinae","Tineidae","medium","medium","native","specialist","COFR","urban"
"Scardiella","micro_05","Scardiinae","Tineidae","medium","medium","native","specialist","COFR","urban"
"Sciota","micro_03","Phycitinae","Pyralidae","medium","medium","native","specalist","COFR","urban"
"Sciota","micro_38","Phycitinae","Pyralidae","medium","medium","native","specalist","AUCA","rural"
"Sciota","micro_38","Phycitinae","Pyralidae","medium","medium","native","specalist","AUCA","rural"
"Sinoe","micro_44","Gelechiinae","Gelechiidae","light","small","native","specialist","JOMA","urban"
"Sinoe","micro_44","Gelechiinae","Gelechiidae","light","small","native","specialist","JOMA","urban"
"Sinoe","micro_44","Gelechiinae","Gelechiidae","light","small","native","specialist","JOMA","urban"
"Sparganothis","micro_29","Tortricinae","Tortricidae","light","medium","native;pest","specialist","RIST","rural"
"Tebenna","micro_29","Choreutinae","Choreutidae","medium","small","native","generalist","RIST","rural"
"Tinea","micro_35","Tineinae","Tineidae","light","small","native;pest","specialist","BACA","urban"
"Tosale","micro_49","Chrysauginae","Pyralidae","medium","medium","native","","PRCR","suburban"
"Tuta","micro_28","Gelechiidae","Gelechiidae","medium","small","native;pest","specialist","RIST","rural"
"Tuta","micro_28","Gelechiidae","Gelechiidae","medium","small","native;pest","specialist","RIST","rural"
"Tuta","micro_28","Gelechiidae","Gelechiidae","medium","small","native;pest","specialist","RIST","rural"
"Vaxi","micro_49","Crambinae","Crambidae","light","large","native","generalist","PRCR","suburban"
"Xantippe","micro_03","Chrysauginae","Pyralidae","dark","large","native","","COFR","urban"
"Xantippe","micro_14","Chrysauginae","Pyralidae","dark","large","native","","BOWA","rural"
"Xantippe","micro_05","Chrysauginae","Pyralidae","dark","large","native","","COFR","urban"
"Xantippe","micro_04","Chrysauginae","Pyralidae","dark","large","native","","COFR","urban"
"Xantippe","micro_05","Chrysauginae","Pyralidae","dark","large","native","","COFR","urban"
"Xantippe","micro_05","Chrysauginae","Pyralidae","dark","large","native","","COFR","urban"
"Xantippe","micro_02","Chrysauginae","Pyralidae","dark","large","native","","COFR","urban"
"Xantippe","micro_03","Chrysauginae","Pyralidae","dark","large","native","","COFR","urban"
"Xantippe","micro_03","Chrysauginae","Pyralidae","dark","large","native","","COFR","urban"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist","RIST","rural"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist","RIST","rural"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist","RIST","rural"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist","RIST","rural"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist","RIST","rural"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist","RIST","rural"
"Xubida","micro_22","Crambinae","Crambidae","light","large","native","specialist","BIVA","suburban"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist","RIST","rural"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist","RIST","rural"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist","RIST","rural"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist","RIST","rural"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist","RIST","rural"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist","RIST","rural"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist","RIST","rural"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist","RIST","rural"
