"Genus","OTU_ID","subfamily","family","Coloration","wing_span","Exotic","Diet"
"Plodia","micro_25","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist"
"Plodia","micro_29","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist"
"Plodia","micro_29","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist"
"Plodia","micro_28","Phycitinae","Pyralidae","dark","medium","exotic;pest","generalist"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist"
"Pococera","micro_28","Epipaschiinae","Pyralidae","light","large","native","specialist"
"Praeacedes","micro_31","Tineidae","Tineoidea","light","small","native","generalist"
"Prionapteryx","micro_28","Crambine","Crambidae","medium","small","native","specialist"
"Prionapteryx","micro_28","Crambine","Crambidae","medium","small","native","specialist"
"Pseudexentera","micro_40","Olethreutinae","Tortricidae","medium","medium","native","specialist"
"Pseudexentera","micro_40","Olethreutinae","Tortricidae","medium","medium","native","specialist"
"Pyrausta","micro_04","Pyraustinae","Crambidae","medium","large","native","generalist"
"Pyrausta","micro_28","Pyraustinae","Crambidae","medium","large","native","generalist"
"Pyrausta","micro_28","Pyraustinae","Crambidae","medium","large","native","generalist"
"Pyrausta","micro_28","Pyraustinae","Crambidae","medium","large","native","generalist"
"Pyrausta","micro_48","Pyraustinae","Crambidae","medium","large","native","generalist"
"Pyrausta","micro_04","Pyraustinae","Crambidae","medium","large","native","generalist"
"Pyrausta","micro_04","Pyraustinae","Crambidae","medium","large","native","generalist"
"Pyrausta","micro_04","Pyraustinae","Crambidae","medium","large","native","generalist"
"Samea","micro_22","Spilomelinae","Crambidae","medium","medium","native","specialist"
"Samea","micro_23","Spilomelinae","Crambidae","medium","medium","native","specialist"
"Samea","micro_03","Spilomelinae","Crambidae","medium","medium","native","specialist"
"Samea","micro_05","Spilomelinae","Crambidae","medium","medium","native","specialist"
"Scardiella","micro_05","Scardiinae","Tineidae","medium","medium","native","specialist"
"Scardiella","micro_05","Scardiinae","Tineidae","medium","medium","native","specialist"
"Sciota","micro_03","Phycitinae","Pyralidae","medium","medium","native","specalist"
"Sciota","micro_38","Phycitinae","Pyralidae","medium","medium","native","specalist"
"Sciota","micro_38","Phycitinae","Pyralidae","medium","medium","native","specalist"
"Sinoe","micro_44","Gelechiinae","Gelechiidae","light","small","native","specialist"
"Sinoe","micro_44","Gelechiinae","Gelechiidae","light","small","native","specialist"
"Sinoe","micro_44","Gelechiinae","Gelechiidae","light","small","native","specialist"
"Sparganothis","micro_29","Tortricinae","Tortricidae","light","medium","native;pest","specialist"
"Tebenna","micro_29","Choreutinae","Choreutidae","medium","small","native","generalist"
"Tinea","micro_35","Tineinae","Tineidae","light","small","native;pest","specialist"
"Tosale","micro_49","Chrysauginae","Pyralidae","medium","medium","native",""
"Tuta","micro_28","Gelechiidae","Gelechiidae","medium","small","native;pest","specialist"
"Tuta","micro_28","Gelechiidae","Gelechiidae","medium","small","native;pest","specialist"
"Tuta","micro_28","Gelechiidae","Gelechiidae","medium","small","native;pest","specialist"
"Vaxi","micro_49","Crambinae","Crambidae","light","large","native","generalist"
"Xantippe","micro_03","Chrysauginae","Pyralidae","dark","large","native",""
"Xantippe","micro_14","Chrysauginae","Pyralidae","dark","large","native",""
"Xantippe","micro_05","Chrysauginae","Pyralidae","dark","large","native",""
"Xantippe","micro_04","Chrysauginae","Pyralidae","dark","large","native",""
"Xantippe","micro_05","Chrysauginae","Pyralidae","dark","large","native",""
"Xantippe","micro_05","Chrysauginae","Pyralidae","dark","large","native",""
"Xantippe","micro_02","Chrysauginae","Pyralidae","dark","large","native",""
"Xantippe","micro_03","Chrysauginae","Pyralidae","dark","large","native",""
"Xantippe","micro_03","Chrysauginae","Pyralidae","dark","large","native",""
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist"
"Xubida","micro_22","Crambinae","Crambidae","light","large","native","specialist"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist"
"Xubida","micro_28","Crambinae","Crambidae","light","large","native","specialist"
